Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,PartyAbbreviation,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath
0,Louis,Joliat,m,Bern,BE,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,9/29/1902,6/1/1904,Courtételle (JU),3/17/1846,4/22/1922
0,Pierre,Jolissaint,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/6/1869,12/1/1878,Réclère (JU),7/31/1830,3/2/1896
0,Pierre,Jolissaint,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/1/1884,3/2/1896,Réclère (JU),7/31/1830,3/2/1896
0,Joh. Melchior Al.,Joller,m,Nidwalden,NW,Nationalrat,Linke,LG,Liberale,Lib*,,,,,12/7/1857,12/2/1860,Dallenwil (NW),12/31/1817,9/17/1865
0,Remigi,Joller,m,Nidwalden,NW,Ständerat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,6/7/1937,6/1/1947,Dallenwil (NW),8/31/1891,3/5/1960
0,Silvio,Jolli,m,Tessin,TI,Nationalrat,Konservativ-christlichsoziale Fraktion,K,Konservativ-christlichsoziale Volkspartei der Schweiz,KK,,,,,6/4/1962,12/1/1963,Semione (TI),2/14/1907,8/16/1964
0,P.-Isaac,Joly,m,Waadt,VD,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/2/1872,12/1/1878,"Moudon (VD),Granges-près-Marnand (VD)",12/15/1818,12/10/1901
0,F.-David,Joly,m,Waadt,VD,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,4/19/1881,3/1/1883,Villeneuve (VD),8/24/1833,4/22/1895
0,Wilhelm J. B.,Joos,m,Schaffhausen,SH,Nationalrat,,,Demokraten,Dem*,,,,,12/7/1863,11/6/1900,Schaffhausen (SH),4/1/1821,11/6/1900
0,Gottfried,Joost,m,Bern,BE,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,3/25/1889,12/3/1899,Langnau im Emmental (BE),4/30/1836,3/30/1901
0,Gottfried,Joost,m,Bern,BE,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/2/1872,12/4/1881,Langnau im Emmental (BE),4/30/1836,3/30/1901
0,Ernest,Joray,m,Genf,GE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,1/23/1922,5/1/1922,"Belprahon (BE),Versoix (GE)",5/31/1877,6/1/1931
0,Adolphe,Jordan,m,Waadt,VD,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1896,5/27/1900,Granges-près-Marnand (VD),7/11/1845,5/27/1900
0,Adolphe,Jordan,m,Waadt,VD,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/4/1888,12/6/1896,Granges-près-Marnand (VD),7/11/1845,5/27/1900
0,Adolphe,Jordan,m,Waadt,VD,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/4/1888,12/6/1896,Granges-près-Marnand (VD),7/11/1845,5/27/1900
0,Adolphe,Jordan,m,Waadt,VD,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/5/1881,5/1/1883,Granges-près-Marnand (VD),7/11/1845,5/27/1900
0,Adolphe,Jordan,m,Waadt,VD,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/4/1888,12/6/1896,Granges-près-Marnand (VD),7/11/1845,5/27/1900
0,Werner,Jöri,m,Luzern,LU,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Nebikon,Luzern,Grossrat Kt. Luzern von 1983 bis 1991,12/4/1995,6/16/1996,Nebikon (LU),5/12/1949,
0,Werner,Jöri,m,Luzern,LU,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Nebikon,Luzern,Grossrat Kt. Luzern von 1983 bis 1991,11/25/1991,12/3/1995,Nebikon (LU),5/12/1949,
0,Fidèle-Eman.,Joris,m,Wallis,VS,Nationalrat,,,Konservative,Kons*,,,,,12/2/1878,11/19/1886,Orsières (VS),10/1/1822,11/19/1886
0,Fidèle-Eman.,Joris,m,Wallis,VS,Ständerat,,,Konservative,Kons*,,,,,12/7/1868,6/1/1869,Orsières (VS),10/1/1822,11/19/1886
0,Ernest,Josi,m,Bern,BE,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/3/1951,12/6/1959,Adelboden (BE),4/1/1896,1/22/1960
0,Daniel,Jositsch,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,Zürich,Zürich,Exekutive der Gemeinde: von April 2000 bis August 2006; Legislative des Kantons: von Mai 2007 bis Dezember 2007,12/3/2007,12/4/2011,"Stäfa (ZH),Geroldswil (ZH)",3/25/1965,
0,Daniel,Jositsch,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,Zürich,Zürich,Exekutive der Gemeinde: von April 2000 bis August 2006; Legislative des Kantons: von Mai 2007 bis Dezember 2007,11/30/2015,12/7/2015,"Stäfa (ZH),Geroldswil (ZH)",3/25/1965,
1,Daniel,Jositsch,m,Zürich,ZH,Ständerat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,Zürich,Zürich,Exekutive der Gemeinde: von April 2000 bis August 2006; Legislative des Kantons: von Mai 2007 bis Dezember 2007,12/8/2015,,"Stäfa (ZH),Geroldswil (ZH)",3/25/1965,
0,Daniel,Jositsch,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,Zürich,Zürich,Exekutive der Gemeinde: von April 2000 bis August 2006; Legislative des Kantons: von Mai 2007 bis Dezember 2007,12/5/2011,11/29/2015,"Stäfa (ZH),Geroldswil (ZH)",3/25/1965,
0,Fritz,Joss,m,Bern,BE,Nationalrat,"Bauern,-Gewerbe- und Bürgerfraktion",BGB,"Bauern-, Gewerbe- und Bürgerpartei",BGB,,,,,12/1/1919,10/3/1939,"Worb (BE),Wädenswil (ZH)",10/6/1886,10/3/1939
0,Peter,Jossen-Zinsstag,m,Wallis,VS,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Stalden,Wallis,Grossrat 1989 - 2001,6/14/1999,11/30/2003,Naters (VS),1/26/1955,
0,Christian,Jost,m,Graubünden,GR,Nationalrat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/26/1979,11/27/1983,Davos (GR),12/4/1925,9/8/2007
0,Fritz,Jost,m,Zug,ZG,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/6/1943,11/30/1947,Langnau im Emmental (BE),9/19/1903,3/26/1980
0,Franz,Jung,m,Luzern,LU,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,,,,12/1/1975,11/24/1991,Eschenbach (LU),11/18/1940,12/22/2008
0,Georges,Junod,m,Waadt,VD,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,3/26/1934,12/3/1939,Ste-Croix (VD),2/8/1880,4/15/1944
0,Raymond,Junod,m,Waadt,VD,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/24/1975,11/27/1983,Champvent (VD),10/10/1932,
0,Raymond,Junod,m,Waadt,VD,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1967,6/9/1974,Champvent (VD),10/10/1932,
0,Erwin,Jutzet,m,Freiburg,FR,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Freiburg,Freiburg,Legislative des Kantons: 1981 bis 1995 (Präs.),12/4/1995,11/30/2003,St. Silvester (FR),5/7/1951,
0,Erwin,Jutzet,m,Freiburg,FR,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Freiburg,Freiburg,Legislative des Kantons: 1981 bis 1995 (Präs.),12/1/2003,3/4/2007,St. Silvester (FR),5/7/1951,
0,Jakob,Käch,m,Aargau,AG,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,12/1/1947,12/4/1955,Buttisholz (LU),10/23/1908,6/18/1983
0,E. Jakob,Kägi,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/1/1919,4/7/1950,Egg (ZH),7/25/1886,4/7/1950
0,Ferdinand,Kaiser,m,Zug,ZG,Ständerat,Mitte,MC,Liberale,Lib*,,,,,11/6/1848,7/1/1850,Zug (ZG),4/2/1811,4/19/1891
0,Simon,Kaiser,m,Solothurn,SO,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1857,12/4/1887,Biberist (SO),10/24/1828,3/27/1898
0,Simon,Kaiser,m,Solothurn,SO,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1857,12/4/1887,Biberist (SO),10/24/1828,3/27/1898
0,Jakob,Kaiser,m,Nidwalden,NW,Ständerat,,,Konservative,Kons*,,,,,7/6/1868,12/18/1876,Stans (NW),4/19/1818,12/18/1876
0,Simon,Kaiser,m,Solothurn,SO,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1857,12/4/1887,Biberist (SO),10/24/1828,3/27/1898
0,Jakob,Kaiser,m,Nidwalden,NW,Ständerat,,,Konservative,Kons*,,,,,6/9/1857,6/1/1861,Stans (NW),4/19/1818,12/18/1876
0,Simon,Kaiser,m,Solothurn,SO,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1857,12/4/1887,Biberist (SO),10/24/1828,3/27/1898
0,Simon,Kaiser,m,Solothurn,SO,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1857,12/4/1887,Biberist (SO),10/24/1828,3/27/1898
0,Niklaus,Kaiser,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,9/20/1864,11/30/1884,Grellingen (BL),6/24/1819,6/22/1886
0,Ruth,Kalbermatten,f,Wallis,VS,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,Lalden,Wallis,Gemeindepräsidentin Visp seit 1992,3/1/1999,12/5/1999,"Baltschieder (VS),Saas-Grund (VS)",5/9/1950,5/16/2014
0,Arnold,Kamber,m,Solothurn,SO,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,3/16/1931,12/1/1935,Hägendorf (SO),5/31/1896,11/14/1970
0,Moritz,Kämpfen,m,Wallis,VS,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,12/3/1951,5/18/1967,Brig-Glis (VS),12/19/1907,5/18/1967
0,Johann Karl,Kappeler,m,Thurgau,TG,Ständerat,Mitte,MC,Undefinierbar,?,,,,,11/6/1848,12/4/1881,Frauenfeld (TG),3/23/1816,10/20/1888
0,Johann Karl,Kappeler,m,Thurgau,TG,Ständerat,Mitte,MC,Undefinierbar,?,,,,,11/6/1848,12/4/1881,Frauenfeld (TG),3/23/1816,10/20/1888
0,Johann Karl,Kappeler,m,Thurgau,TG,Ständerat,Mitte,MC,Undefinierbar,?,,,,,11/6/1848,12/4/1881,Frauenfeld (TG),3/23/1816,10/20/1888
0,Johann Karl,Kappeler,m,Thurgau,TG,Ständerat,Mitte,MC,Undefinierbar,?,,,,,11/6/1848,12/4/1881,Frauenfeld (TG),3/23/1816,10/20/1888
0,Johann Karl,Kappeler,m,Thurgau,TG,Ständerat,Mitte,MC,Undefinierbar,?,,,,,11/6/1848,12/4/1881,Frauenfeld (TG),3/23/1816,10/20/1888
0,Johann Karl,Kappeler,m,Thurgau,TG,Ständerat,Mitte,MC,Undefinierbar,?,,,,,11/6/1848,12/4/1881,Frauenfeld (TG),3/23/1816,10/20/1888
0,Johann Karl,Kappeler,m,Thurgau,TG,Ständerat,Mitte,MC,Undefinierbar,?,,,,,11/6/1848,12/4/1881,Frauenfeld (TG),3/23/1816,10/20/1888
0,Johann Karl,Kappeler,m,Thurgau,TG,Ständerat,Mitte,MC,Undefinierbar,?,,,,,11/6/1848,12/4/1881,Frauenfeld (TG),3/23/1816,10/20/1888
0,Arnold,Kappler,m,St. Gallen,SG,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,12/4/1939,11/30/1947,Wattwil (SG),11/4/1889,7/24/1970
0,Jakob,Karlen,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/1/1851,12/6/1857,Erlenbach im Simmental (BE),3/25/1809,8/8/1870
0,Johann,Karlen,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/6/1848,5/1/1850,"Thun (BE),Erlenbach im Simmental (BE)",9/20/1807,9/20/1872
0,Jakob,Karlen,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,1/10/1859,12/6/1863,Erlenbach im Simmental (BE),3/25/1809,8/8/1870
0,Johann Jakob,Karlen,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1857,12/1/1872,Diemtigen (BE),1/16/1819,3/21/1873
0,Karl,Karrer,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/6/1848,4/18/1886,Bümpliz (BE),3/22/1815,4/18/1886
0,Ludwig,Karrer,m,Aargau,AG,Nationalrat,,,Konservative,Kons*,,,,,6/7/1880,9/1/1888,"Teufenthal (AG),Oberentfelden (AG)",11/9/1830,12/5/1893
0,Karl,Karrer,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/6/1848,4/18/1886,Bümpliz (BE),3/22/1815,4/18/1886
0,Karl,Karrer,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/6/1848,4/18/1886,Bümpliz (BE),3/22/1815,4/18/1886
0,Hans,Käser,m,Schaffhausen,SH,Ständerat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,9/25/1933,6/1/1943,"Bern (BE),Schaffhausen (SH)",3/28/1875,5/28/1944
0,Hans,Kästli,m,Bern,BE,Nationalrat,"Bauern,-Gewerbe- und Bürgerfraktion",BGB,"Bauern-, Gewerbe- und Bürgerpartei",BGB,,,,,9/18/1945,12/6/1959,Seedorf (BE),1/20/1892,1/18/1976
0,Hans,Kaufmann,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Ettiswil,Luzern,,12/6/1999,11/30/2003,"Ettiswil (LU),Luzern (LU)",6/13/1948,
0,Remigius,Kaufmann,m,St. Gallen,SG,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,,,,2/28/1972,11/27/1983,"Arni (AG),Wil (SG),Islisberg (AG)",7/20/1925,3/28/2011
0,Hans,Kaufmann,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Ettiswil,Luzern,,12/5/2011,5/4/2014,"Ettiswil (LU),Luzern (LU)",6/13/1948,
0,Hans,Kaufmann,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Ettiswil,Luzern,,12/1/2003,12/2/2007,"Ettiswil (LU),Luzern (LU)",6/13/1948,
0,Hans,Kaufmann,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Ettiswil,Luzern,,12/3/2007,12/4/2011,"Ettiswil (LU),Luzern (LU)",6/13/1948,
0,Johann Joseph,Keel,m,St. Gallen,SG,Nationalrat,,,Konservative,Kons*,,,,,12/6/1875,8/12/1902,"Rorschach (SG),Rebstein (SG)",3/15/1837,8/12/1902
0,Valentin,Keel,m,St. Gallen,SG,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/1/1919,12/6/1931,Rebstein (SG),1/3/1874,8/30/1945
0,Johann Joseph,Keel,m,St. Gallen,SG,Nationalrat,,,Konservative,Kons*,,,,,12/6/1875,8/12/1902,"Rorschach (SG),Rebstein (SG)",3/15/1837,8/12/1902
0,Johann Joseph,Keel,m,St. Gallen,SG,Nationalrat,,,Konservative,Kons*,,,,,12/6/1875,8/12/1902,"Rorschach (SG),Rebstein (SG)",3/15/1837,8/12/1902
0,Vincent,Kehrwand,m,Waadt,VD,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,4/5/1850,10/1/1857,"Rolle (VD),Aarberg (BE)",2/14/1803,12/1/1857
0,Georg J. J. F.,Keiser,m,Zug,ZG,Ständerat,,,Konservative,Kons*,,,,,3/9/1885,6/1/1899,Zug (ZG),4/28/1837,1/26/1915
0,Kaspar-Anton,Keiser,m,Zug,ZG,Ständerat,,,Konservative,Kons*,,,,,1/13/1862,6/1/1865,Zug (ZG),11/6/1808,1/1/1877
0,Gustav Adolf,Keiser,m,Zug,ZG,Ständerat,Mitte,MC,Liberale,Lib*,,,,,11/6/1848,10/1/1850,Zug (ZG),11/27/1816,3/9/1880
0,Theodor,Keiser,m,Zug,ZG,Nationalrat,,,Konservative,Kons*,,,,,12/1/1884,12/4/1887,Zug (ZG),3/10/1844,3/7/1895
0,Martin,Keiser,m,Zug,ZG,Ständerat,,,Konservative,Kons*,,,,,1/9/1854,7/1/1854,Zug (ZG),11/14/1814,10/28/1896
0,Martin-Anton,Keiser,m,Zug,ZG,Ständerat,,,Konservative,Kons*,,,,,11/4/1850,1/1/1854,Zug (ZG),11/7/1822,8/8/1854
0,Jakob,Kellenberger,m,Appenzell A.-Rh.,AR,Nationalrat,Fraktionslos,-,Undefinierbar,?,,,,,7/4/1853,12/6/1857,Walzenhausen (AR),7/29/1793,10/20/1873
0,Christine,Keller,f,Basel-Stadt,BS,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,ledig,Basel,Basel-Stadt,Grosser Rat BS von 1984 bis 1997,1/19/1998,12/5/1999,Basel (BS),10/6/1959,
0,Albert,Keller,m,Appenzell A.-Rh.,AR,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/2/1935,12/2/1951,Reute (AR),8/16/1885,11/23/1962
0,Peter,Keller,m,Nidwalden,NW,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,Luzern,Luzern,Legislative des Kantons: von 2006 bis 2011; Mitglied der regierungsrätlichen Berufsbildungskommission: seit 2006,12/5/2011,11/29/2015,Brütten (ZH),4/22/1971,
0,Rudolf,Keller,m,Basel-Landschaft,BL,Nationalrat,Demokratische Fraktion,D,Schweizer Demokraten,SD,verheiratet,Frenkendorf,Basel-Landschaft,Kantonale Legislative Landrat seit 01.07.1987,12/4/1995,12/5/1999,Frenkendorf (BL),4/17/1956,
0,Anton,Keller,m,Aargau,AG,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,,,,11/26/1979,12/3/1995,"Untersiggenthal (AG),Baden (AG)",11/21/1934,
0,Rudolf,Keller,m,Basel-Landschaft,BL,Nationalrat,Fraktion der Freiheits-Partei der Schweiz,F,Schweizer Demokraten,SD,verheiratet,Frenkendorf,Basel-Landschaft,Kantonale Legislative Landrat seit 01.07.1987,12/4/1995,12/5/1999,Frenkendorf (BL),4/17/1956,
0,Gottfried,Keller,m,Aargau,AG,Ständerat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/2/1912,12/5/1943,"Hottwil (AG),Aarau (AG)",9/4/1873,1/11/1945
0,Augustin,Keller,m,Aargau,AG,Ständerat,Linke,LG,Liberale,Lib*,,,,,11/6/1848,12/1/1848,Sarmenstorf (AG),11/10/1805,1/8/1883
0,Robert,Keller,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Andelfingen,Zürich,Gemeinderat Embrach von April 1966 bis April 1974; Präsident in Turbenthal 1978 bis 1988,12/1/2003,12/2/2007,"Embrach (ZH),Andelfingen (ZH)",11/9/1938,
0,Rudolf,Keller,m,Basel-Landschaft,BL,Nationalrat,Fraktion der Schweizer Demokraten und der Lega dei Ticinesi,D,Schweizer Demokraten,SD,verheiratet,Frenkendorf,Basel-Landschaft,Kantonale Legislative Landrat seit 01.07.1987,11/25/1991,12/3/1995,Frenkendorf (BL),4/17/1956,
0,Augustin,Keller,m,Aargau,AG,Nationalrat,Linke,LG,Liberale,Lib*,,,,,12/4/1854,12/2/1866,Sarmenstorf (AG),11/10/1805,1/8/1883
0,Augustin,Keller,m,Aargau,AG,Ständerat,Linke,LG,Liberale,Lib*,,,,,7/1/1867,12/4/1881,Sarmenstorf (AG),11/10/1805,1/8/1883
0,Emil,Keller,m,Aargau,AG,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/2/1925,12/5/1943,"Hottwil (AG),Fahrwangen (AG)",3/2/1878,3/12/1965
0,Rudolf,Keller,m,Basel-Landschaft,BL,Nationalrat,Fraktionslos,-,Schweizer Demokraten,SD,verheiratet,Frenkendorf,Basel-Landschaft,Kantonale Legislative Landrat seit 01.07.1987,12/4/1995,12/5/1999,Frenkendorf (BL),4/17/1956,
0,Augustin,Keller,m,Aargau,AG,Ständerat,Linke,LG,Liberale,Lib*,,,,,7/1/1867,12/4/1881,Sarmenstorf (AG),11/10/1805,1/8/1883
0,Johann Jakob,Keller,m,Zürich,ZH,Nationalrat,Demokratische Linke,DL,Demokraten,Dem*,,,,,12/6/1869,12/3/1893,Fischenthal (ZH),3/27/1823,6/28/1903
0,Otto,Keller,m,Thurgau,TG,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,9/21/1964,11/25/1979,Thal (SG),3/15/1916,10/27/2003
0,Johann,Keller,m,Thurgau,TG,Ständerat,Linke,LG,Liberale,Lib*,,,,,7/1/1850,7/1/1851,Weinfelden (TG),12/30/1802,11/12/1877
1,Peter,Keller,m,Nidwalden,NW,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,Luzern,Luzern,Legislative des Kantons: von 2006 bis 2011; Mitglied der regierungsrätlichen Berufsbildungskommission: seit 2006,11/30/2015,,Brütten (ZH),4/22/1971,
0,Gottfried,Keller,m,Aargau,AG,Ständerat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/2/1912,12/5/1943,"Hottwil (AG),Aarau (AG)",9/4/1873,1/11/1945
0,Emil,Keller,m,Aargau,AG,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/3/1912,12/3/1922,"Hottwil (AG),Fahrwangen (AG)",3/2/1878,3/12/1965
0,Robert,Keller,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Andelfingen,Zürich,Gemeinderat Embrach von April 1966 bis April 1974; Präsident in Turbenthal 1978 bis 1988,12/6/1999,11/30/2003,"Embrach (ZH),Andelfingen (ZH)",11/9/1938,
0,Gustav,Keller,m,Zürich,ZH,Ständerat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1922,9/1/1930,Winterthur (ZH),11/29/1867,4/21/1932
0,Augustin,Keller,m,Aargau,AG,Nationalrat,Linke,LG,Liberale,Lib*,,,,,12/4/1854,12/2/1866,Sarmenstorf (AG),11/10/1805,1/8/1883
0,Emil,Keller,m,Aargau,AG,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/2/1925,12/5/1943,"Hottwil (AG),Fahrwangen (AG)",3/2/1878,3/12/1965
0,Augustin,Keller,m,Aargau,AG,Nationalrat,Linke,LG,Liberale,Lib*,,,,,12/4/1854,12/2/1866,Sarmenstorf (AG),11/10/1805,1/8/1883
0,Augustin,Keller,m,Aargau,AG,Ständerat,Linke,LG,Liberale,Lib*,,,,,7/1/1867,12/4/1881,Sarmenstorf (AG),11/10/1805,1/8/1883
0,Gottfried,Keller,m,Aargau,AG,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/2/1912,12/5/1943,"Hottwil (AG),Aarau (AG)",9/4/1873,1/11/1945
0,Rudolf,Keller,m,Basel-Landschaft,BL,Nationalrat,Fraktionslos,-,Schweizer Demokraten,SD,verheiratet,Frenkendorf,Basel-Landschaft,Kantonale Legislative Landrat seit 01.07.1987,12/4/1995,12/5/1999,Frenkendorf (BL),4/17/1956,
1,Barbara,Keller-Inhelder,f,St. Gallen,SG,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Männedorf,Zürich,Kantonsrat des Kantons St. Gallen: von Februar 2000 bis Oktober 2015,11/30/2015,,"Sennwald (SG),Baden (AG)",8/24/1968,
0,Armin J. J,Kellersberger,m,Aargau,AG,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/5/1881,7/28/1905,Baden (AG),12/18/1838,7/28/1905
0,Armin J. J,Kellersberger,m,Aargau,AG,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/5/1881,7/28/1905,Baden (AG),12/18/1838,7/28/1905
0,Armin J. J,Kellersberger,m,Aargau,AG,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/5/1881,7/28/1905,Baden (AG),12/18/1838,7/28/1905
0,Karin,Keller-Sutter,f,St. Gallen,SG,Ständerat,FDP-Liberale Fraktion,RL,FDP.Die Liberalen,FDP-Liberale,verheiratet,Niederuzwil,St. Gallen,Legislative der Gemeinde Wil (SG): von Januar 1993 bis April 2000; Gemeinderatspräsidentin Wil (SG): von Januar 1997 bis Januar 1998; Kantonsrätin: von Mai 1996 bis April 2000; Regierungsrätin: von Juli 2000 bis Mai 2012; Regierungspräsidentin: von Juni 2006 bis Juni 2007 und von Juni 2011 bis Mai 2012,12/5/2011,11/29/2015,"Kirchberg (SG),Jonschwil (SG)",12/22/1963,
